,variable,mapped_id,description,calculation,index,map
2939,repayment.3_yr_bb_pp_repayment.male.forbearance,BBRR3_PP_MALE_FBR,Percentage of male student Parent PLUS Loan borrowers in forbearance after 3 years,,,
2940,repayment.3_yr_bb_pp_repayment.male.deferment,BBRR3_PP_MALE_DFR,Percentage of male student Parent PLUS Loan borrowers in deferment after 3 years,,,
2941,repayment.3_yr_bb_pp_repayment.male.noprogress,BBRR3_PP_MALE_NOPROG,Percentage of male student Parent PLUS Loan borrowers not making progress after 3 years,,,
2942,repayment.3_yr_bb_pp_repayment.male.makingprogress,BBRR3_PP_MALE_MAKEPROG,Percentage of male student Parent PLUS Loan borrowers making progress after 3 years,,,
2943,repayment.3_yr_bb_pp_repayment.male.fullypaid,BBRR3_PP_MALE_PAIDINFULL,Percentage of male student Parent PLUS Loan borrowers paid in full after 3 years,,,
2944,repayment.3_yr_bb_pp_repayment.male.discharge,BBRR3_PP_MALE_DISCHARGE,Percentage of male student Parent PLUS Loan borrowers with all loans discharged after 3 years,,,
2945,repayment.3_yr_bb_pp_repayment.non_male.count,BBRR3_PP_NOMALE_N,Non-male student Parent PLUS Loan borrower-based 3-year borrower count,,,
2946,repayment.3_yr_bb_pp_repayment.non_male.default,BBRR3_PP_NOMALE_DFLT,Percentage of non-male student Parent PLUS Loan borrowers in default after 3 years,,,
2947,repayment.3_yr_bb_pp_repayment.non_male.delinquent,BBRR3_PP_NOMALE_DLNQ,Percentage of non-male student Parent PLUS Loan borrowers in delinquency after 3 years,,,
2948,repayment.3_yr_bb_pp_repayment.non_male.forbearance,BBRR3_PP_NOMALE_FBR,Percentage of non-male student Parent PLUS Loan borrowers in forbearance after 3 years,,,
2949,repayment.3_yr_bb_pp_repayment.non_male.deferment,BBRR3_PP_NOMALE_DFR,Percentage of non-male student Parent PLUS Loan borrowers in deferment after 3 years,,,
2950,repayment.3_yr_bb_pp_repayment.non_male.noprogress,BBRR3_PP_NOMALE_NOPROG,Percentage of non-male student Parent PLUS Loan borrowers not making progress after 3 years,,,
2951,repayment.3_yr_bb_pp_repayment.non_male.makingprogress,BBRR3_PP_NOMALE_MAKEPROG,Percentage of non-male student Parent PLUS Loan borrowers making progress after 3 years,,,
2952,repayment.3_yr_bb_pp_repayment.non_male.fullypaid,BBRR3_PP_NOMALE_PAIDINFULL,Percentage of non-male student Parent PLUS Loan borrowers paid in full after 3 years,,,
2953,repayment.3_yr_bb_pp_repayment.non_male.discharge,BBRR3_PP_NOMALE_DISCHARGE,Percentage of non-male student Parent PLUS Loan borrowers with all loans discharged after 3 years,,,
2954,earnings.1_yr_after_completion.not_working_not_enrolled.overall_count,COUNT_NWNE_1YR,Number of graduates working and not enrolled 1 year after completing,,,
2955,earnings.1_yr_after_completion.working_not_enrolled.overall_count,COUNT_WNE_1YR,Number of graduates not working and not enrolled 1 year after completing,,,
2956,earnings.1_yr_after_completion.overall_count_over_poverty_line,CNTOVER150_1YR,Number of graduates working and not enrolled who earned more than 150% of the single-person household poverty threshold 1 year after completing,,,
2957,earnings.6_yrs_after_entry.gt_threshold,GT_THRESHOLD_P6,Share of students earning more than a high school graduate (threshold earnings) 6 years after entry,,,
2958,earnings.6_yrs_after_entry.gt_threshold_suppressed,GT_THRESHOLD_P6_SUPP,"Share of students earning more than a high school graduate (threshold earnings) 6 years after entry, suppressed for small n size",,float,
2959,earnings.6_yrs_after_entry.median_earnings_lowest_tercile,MD_EARN_WNE_INC1_P6,"Median earnings of students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000",,,
2960,earnings.6_yrs_after_entry.median_earnings_middle_tercile,MD_EARN_WNE_INC2_P6,"Median earnings of students working and not enrolled 6 years after entry in the middle income tercile $30,001-$75,000",,,
2961,earnings.6_yrs_after_entry.median_earnings_highest_tercile,MD_EARN_WNE_INC3_P6,"Median earnings of students working and not enrolled 6 years after entry in the highest income tercile $75,001+",,,
2962,earnings.6_yrs_after_entry.median_earnings_independent,MD_EARN_WNE_INDEP1_P6,Median earnings of independent students working and not enrolled 6 years after entry,,,
2963,earnings.6_yrs_after_entry.median_earnings_dependent,MD_EARN_WNE_INDEP0_P6,Median earnings of dependent students working and not enrolled 6 years after entry,,,
2964,earnings.6_yrs_after_entry.median_earnings_non_male,MD_EARN_WNE_MALE0_P6,Median earnings of non-male students working and not enrolled 6 years after entry,,,
2965,earnings.6_yrs_after_entry.median_earnings_male,MD_EARN_WNE_MALE1_P6,Median earnings of male students working and not enrolled 6 years after entry,,,
2966,earnings.8_yrs_after_entry.gt_threshold,GT_THRESHOLD_P8,Share of students earning more than a high school graduate (threshold earnings) 8 years after entry,,,
2967,earnings.8_yrs_after_entry.working_not_enrolled_lowest_tercile,COUNT_WNE_INC1_P8,"Number of students working and not enrolled 8 years after entry in the lowest income tercile $0-$30,000",,,
2968,earnings.8_yrs_after_entry.median_earnings_lowest_tercile,MD_EARN_WNE_INC1_P8,"Median earnings of students working and not enrolled 8 years after entry in the lowest income tercile $0-$30,000",,,
2969,earnings.8_yrs_after_entry.working_not_enrolled_middle_tercile,COUNT_WNE_INC2_P8,"Number of students working and not enrolled 8 years after entry in the middle income tercile $30,001-$75,000",,,
2970,earnings.8_yrs_after_entry.median_earnings_middle_tercile,MD_EARN_WNE_INC2_P8,"Median earnings of students working and not enrolled 8 years after entry in the middle income tercile $30,001-$75,000",,,
2971,earnings.8_yrs_after_entry.working_not_enrolled_highest_tercile,COUNT_WNE_INC3_P8,"Number of students working and not enrolled 8 years after entry in the highest income tercile $75,001+",,,
2972,earnings.8_yrs_after_entry.median_earnings_highest_tercile,MD_EARN_WNE_INC3_P8,"Median earnings of students working and not enrolled 8 years after entry in the highest income tercile $75,001+",,,
2973,earnings.8_yrs_after_entry.working_not_enrolled_independent,COUNT_WNE_INDEP1_P8,Number of independent students working and not enrolled 8 years after entry,,,
2974,earnings.8_yrs_after_entry.median_earnings_independent,MD_EARN_WNE_INDEP1_P8,Median earnings of independent students working and not enrolled 8 years after entry,,,
2975,earnings.8_yrs_after_entry.working_not_enrolled_dependent,COUNT_WNE_INDEP0_P8,Number of dependent students working and not enrolled 8 years after entry,,,
2976,earnings.8_yrs_after_entry.median_earnings_dependent,MD_EARN_WNE_INDEP0_P8,Median earnings of dependent students working and not enrolled 8 years after entry,,,
2977,earnings.8_yrs_after_entry.working_not_enrolled_non_male,COUNT_WNE_MALE0_P8,Number of non-male students working and not enrolled 8 years after entry,,,
2978,earnings.8_yrs_after_entry.median_earnings_non_male,MD_EARN_WNE_MALE0_P8,Median earnings of non-male students working and not enrolled 8 years after entry,,,
2979,earnings.8_yrs_after_entry.working_not_enrolled_male,COUNT_WNE_MALE1_P8,Number of male students working and not enrolled 8 years after entry,,,
2980,earnings.8_yrs_after_entry.median_earnings_male,MD_EARN_WNE_MALE1_P8,Median earnings of male students working and not enrolled 8 years after entry,,,
2981,earnings.10_yrs_after_entry.gt_threshold,GT_THRESHOLD_P10,Share of students earning more than a high school graduate (threshold earnings) 10 years after entry,,,
2982,earnings.10_yrs_after_entry.median_earnings.lowest_tercile,MD_EARN_WNE_INC1_P10,"Median earnings of students working and not enrolled 10 years after entry in the lowest income tercile $0-$30,000",,,
2983,earnings.10_yrs_after_entry.median_earnings.middle_tercile,MD_EARN_WNE_INC2_P10,"Median earnings of students working and not enrolled 10 years after entry in the middle income tercile $30,001-$75,000",,,
2984,earnings.10_yrs_after_entry.median_earnings.highest_tercile,MD_EARN_WNE_INC3_P10,"Median earnings of students working and not enrolled 10 years after entry in the highest income tercile $75,001+",,,
2985,earnings.10_yrs_after_entry.median_earnings.independent_students,MD_EARN_WNE_INDEP1_P10,Median earnings of independent students working and not enrolled 10 years after entry,,,
2986,earnings.10_yrs_after_entry.median_earnings.dependent_students,MD_EARN_WNE_INDEP0_P10,Median earnings of dependent students working and not enrolled 10 years after entry,,,
2987,earnings.10_yrs_after_entry.median_earnings.non_male_students,MD_EARN_WNE_MALE0_P10,Median earnings of non-male students working and not enrolled 10 years after entry,,,
2988,earnings.10_yrs_after_entry.median_earnings.male_students,MD_EARN_WNE_MALE1_P10,Median earnings of male students working and not enrolled 10 years after entry,,,
2989,programs.cip_4_digit.unit_id,P_UNITID,Unit ID for institution,,,program
2990,programs.cip_4_digit.ope6_id,P_OPEID6,6-digit OPE ID for institution,,,program
2991,programs.cip_4_digit.school.name,P_INSTNM,Institution name,,,program
2992,programs.cip_4_digit.school.type,P_CONTROL,Control of institution,,,program
2993,programs.cip_4_digit.school.main_campus,P_MAIN,Flag for main campus,,,program
2994,programs.cip_4_digit.code,P_CIPCODE,Classification of Instructional Programs (CIP) code for the field of study,,varchar(50),program
2995,programs.cip_4_digit.title,P_CIPDESC,Text description of the field of study CIP Code,,,program
2996,programs.cip_4_digit.credential.level,P_CREDLEV,Level of credential,,tinyint,program
2997,programs.cip_4_digit.credential.title,P_CREDDESC,Text description of the level of credential,,varchar(100),program
2998,programs.cip_4_digit.counts.ipeds_awards1,P_IPEDSCOUNT1,Number of awards to all students in year 1 of the pooled debt cohort,,integer,program
2999,programs.cip_4_digit.counts.ipeds_awards2,P_IPEDSCOUNT2,Number of awards to all students in year 2 of the pooled debt cohort,,integer,program
3000,programs.cip_4_digit.debt.parent_plus.all.all_inst.count,P_DEBT_ALL_PP_ANY_N,Student recipient count for average/median Parent PLUS loan debt disbursed at all institutions,,,program
3001,programs.cip_4_digit.debt.parent_plus.all.all_inst.average,P_DEBT_ALL_PP_ANY_MEAN,Average Parent PLUS loan debt disbursed at all institutions,,,program
3002,programs.cip_4_digit.debt.parent_plus.all.all_inst.median,P_DEBT_ALL_PP_ANY_MDN,Median Parent PLUS loan debt disbursed at all institutions,,,program
3003,programs.cip_4_digit.debt.parent_plus.male.all_inst.count,P_DEBT_MALE_PP_ANY_N,Student recipient count for average/median Parent PLUS loan debt disbursed to males at all institutions,,,program
3004,programs.cip_4_digit.debt.parent_plus.male.all_inst.average,P_DEBT_MALE_PP_ANY_MEAN,Average Parent PLUS loan debt disbursed to males at all institutions,,,program
3005,programs.cip_4_digit.debt.parent_plus.male.all_inst.median,P_DEBT_MALE_PP_ANY_MDN,Median Parent PLUS loan debt disbursed to males at all institutions,,,program
3006,programs.cip_4_digit.debt.parent_plus.not_male.all_inst.count,P_DEBT_NOTMALE_PP_ANY_N,Student recipient count for average/median Parent PLUS loan debt disbursed to non-males at all institutions,,,program
3007,programs.cip_4_digit.debt.parent_plus.not_male.all_inst.average,P_DEBT_NOTMALE_PP_ANY_MEAN,Average Parent PLUS loan debt disbursed to non-males at all institutions,,,program
3008,programs.cip_4_digit.debt.parent_plus.not_male.all_inst.median,P_DEBT_NOTMALE_PP_ANY_MDN,Median Parent PLUS loan debt disbursed to non-males at all institutions,,,program
3009,programs.cip_4_digit.debt.parent_plus.pell.all_inst.count,P_DEBT_PELL_PP_ANY_N,Student recipient count for average/median Parent PLUS loan debt disbursed to Pell recipients at all institutions,,,program
3010,programs.cip_4_digit.debt.parent_plus.pell.all_inst.average,P_DEBT_PELL_PP_ANY_MEAN,Average Parent PLUS loan debt disbursed to Pell recipients at all institutions,,,program
3011,programs.cip_4_digit.debt.parent_plus.pell.all_inst.median,P_DEBT_PELL_PP_ANY_MDN,Median Parent PLUS loan debt disbursed to Pell recipients at all institutions,,,program
3012,programs.cip_4_digit.debt.parent_plus.not_pell.all_inst.count,P_DEBT_NOPELL_PP_ANY_N,Student recipient count for average/median Parent PLUS loan debt disbursed to non-Pell-recipients at all institutions,,,program
3013,programs.cip_4_digit.debt.parent_plus.not_pell.all_inst.average,P_DEBT_NOPELL_PP_ANY_MEAN,Average Parent PLUS loan debt disbursed to non-Pell-recipients at all institutions,,,program
3014,programs.cip_4_digit.debt.parent_plus.not_pell.all_inst.median,P_DEBT_NOPELL_PP_ANY_MDN,Median Parent PLUS loan debt disbursed to non-Pell-recipients at all institutions,,,program
3015,programs.cip_4_digit.debt.parent_plus.all.eval_inst.count,P_DEBT_ALL_PP_EVAL_N,Student recipient count for average/median Parent PLUS loan debt disbursed at this institution,,,program
3016,programs.cip_4_digit.debt.parent_plus.all.eval_inst.average,P_DEBT_ALL_PP_EVAL_MEAN,Average Parent PLUS loan debt disbursed at this institution,,,program
3017,programs.cip_4_digit.debt.parent_plus.all.eval_inst.median,P_DEBT_ALL_PP_EVAL_MDN,Median Parent PLUS loan debt disbursed at this institution,,,program
3018,programs.cip_4_digit.debt.parent_plus.male.eval_inst.count,P_DEBT_MALE_PP_EVAL_N,Student recipient count for average/median Parent PLUS loan debt disbursed to males at this institution,,,program
3019,programs.cip_4_digit.debt.parent_plus.male.eval_inst.average,P_DEBT_MALE_PP_EVAL_MEAN,Average Parent PLUS loan debt disbursed to males at this institution,,,program
3020,programs.cip_4_digit.debt.parent_plus.male.eval_inst.median,P_DEBT_MALE_PP_EVAL_MDN,Median Parent PLUS loan debt disbursed to males at this institution,,,program
3021,programs.cip_4_digit.debt.parent_plus.not_male.eval_inst.count,P_DEBT_NOTMALE_PP_EVAL_N,Student recipient count for average/median Parent PLUS loan debt disbursed to non-males at this institution,,,program
3022,programs.cip_4_digit.debt.parent_plus.not_male.eval_inst.average,P_DEBT_NOTMALE_PP_EVAL_MEAN,Average Parent PLUS loan debt disbursed to non-males at this institution,,,program
3023,programs.cip_4_digit.debt.parent_plus.not_male.eval_inst.median,P_DEBT_NOTMALE_PP_EVAL_MDN,Median Parent PLUS loan debt disbursed to non-males at this institution,,,program
3024,programs.cip_4_digit.debt.parent_plus.pell.eval_inst.count,P_DEBT_PELL_PP_EVAL_N,Student recipient count for average/median Parent PLUS loan debt disbursed to Pell recipients at this institution,,,program
3025,programs.cip_4_digit.debt.parent_plus.pell.eval_inst.average,P_DEBT_PELL_PP_EVAL_MEAN,Average Parent PLUS loan debt disbursed to Pell recipients at this institution,,,program
3026,programs.cip_4_digit.debt.parent_plus.pell.eval_inst.median,P_DEBT_PELL_PP_EVAL_MDN,Median Parent PLUS loan debt disbursed to Pell recipients at this institution,,,program
3027,programs.cip_4_digit.debt.parent_plus.not_pell.eval_inst.count,P_DEBT_NOPELL_PP_EVAL_N,Student recipient count for average/median Parent PLUS loan debt disbursed to non-Pell-recipients at this institution,,,program
3028,programs.cip_4_digit.debt.parent_plus.not_pell.eval_inst.average,P_DEBT_NOPELL_PP_EVAL_MEAN,Average Parent PLUS loan debt disbursed to non-Pell-recipients at this institution,,,program
3029,programs.cip_4_digit.debt.parent_plus.not_pell.eval_inst.median,P_DEBT_NOPELL_PP_EVAL_MDN,Median Parent PLUS loan debt disbursed to non-Pell-recipients at this institution,,,program
3030,programs.cip_4_digit.debt.staff_grad_plus.all.all_inst.count,P_DEBT_ALL_STGP_ANY_N,Borrower count for average/median Stafford and Grad PLUS loan debt disbursed at all institutions,,,program
3031,programs.cip_4_digit.debt.staff_grad_plus.all.all_inst.average,P_DEBT_ALL_STGP_ANY_MEAN,Average Stafford and Grad PLUS loan debt disbursed at all institutions,,,program
3032,programs.cip_4_digit.debt.staff_grad_plus.all.all_inst.median,P_DEBT_ALL_STGP_ANY_MDN,Median Stafford and Grad PLUS loan debt disbursed at all institutions,,integer,program
3033,programs.cip_4_digit.debt.staff_grad_plus.male.all_inst.count,P_DEBT_MALE_STGP_ANY_N,Borrower count for average/median Stafford and Grad PLUS loan debt disbursed to males at all institutions,,,program
3034,programs.cip_4_digit.debt.staff_grad_plus.male.all_inst.average,P_DEBT_MALE_STGP_ANY_MEAN,Average Stafford and Grad PLUS loan debt disbursed to males at all institutions,,,program
3035,programs.cip_4_digit.debt.staff_grad_plus.male.all_inst.median,P_DEBT_MALE_STGP_ANY_MDN,Median Stafford and Grad PLUS loan debt disbursed to males at all institutions,,,program
3036,programs.cip_4_digit.debt.staff_grad_plus.not_male.all_inst.count,P_DEBT_NOTMALE_STGP_ANY_N,Borrower count for average/median Stafford and Grad PLUS loan debt disbursed to non-males at all institutions,,,program
